region_id,centerX,centerY,cluster,maxX,minX,maxY,minY
UPMC_c005_v001_r001_reg044,247,549,8,367,175,622,450
UPMC_c005_v001_r001_reg052,1440,1546,13,1549,1381,1616,1463
UPMC_c002_v001_r001_reg009,366,767,6,496,240,888,676
UPMC_c006_v001_r001_reg046,1970,2529,2,2028,1902,2597,2474
UPMC_c004_v001_r001_reg044,2586,602,7,2647,2521,681,533
UPMC_c006_v001_r001_reg030,1019,2666,3,1183,950,2727,2559
UPMC_c002_v001_r001_reg025,1753,839,14,1935,1577,1037,666
UPMC_c005_v001_r001_reg049,1865,1694,12,1938,1795,1754,1581
UPMC_c007_v001_r001_reg005,1486,421,12,1546,1427,489,357
UPMC_c007_v001_r001_reg005,1250,1241,0,1348,1144,1378,1142
UPMC_c002_v001_r001_reg019,1110,1070,8,1234,926,1207,936
UPMC_c005_v001_r001_reg008,1693,735,4,1792,1525,881,544
UPMC_c001_v001_r001_reg006,217,1545,12,339,126,1679,1426
UPMC_c006_v001_r001_reg051,102,2248,8,214,23,2420,2113
UPMC_c006_v001_r001_reg024,61,2056,6,122,5,2134,1998
UPMC_c007_v001_r001_reg017,1558,1373,3,1637,1472,1449,1289
UPMC_c001_v001_r001_reg009,2625,1433,2,2684,2556,1513,1324
UPMC_c005_v001_r001_reg018,1599,875,9,1668,1540,936,811
UPMC_c002_v001_r001_reg013,1798,1464,4,1938,1684,1614,1375
UPMC_c007_v001_r001_reg043,2223,443,12,2305,2085,537,329
UPMC_c002_v001_r001_reg015,2489,262,12,2578,2388,420,96
UPMC_c007_v001_r001_reg018,2544,1181,14,2681,2369,1311,1000
UPMC_c002_v001_r001_reg001,1211,1113,0,1296,1136,1172,1026
UPMC_c007_v001_r001_reg038,2207,476,14,2398,2092,589,344
UPMC_c005_v001_r001_reg008,1804,1148,14,1945,1696,1339,993
UPMC_c001_v001_r001_reg041,265,640,3,358,178,712,555
UPMC_c006_v001_r001_reg060,2406,570,2,2481,2327,645,469
UPMC_c003_v001_r001_reg002,628,1556,4,822,518,1655,1462
UPMC_c006_v001_r001_reg053,705,561,6,783,610,663,480
UPMC_c005_v001_r001_reg004,1599,1902,9,1670,1505,1970,1848
UPMC_c004_v001_r001_reg004,2534,1561,5,2612,2448,1617,1482
UPMC_c004_v001_r001_reg038,1177,1377,6,1255,1114,1466,1296
UPMC_c007_v001_r001_reg040,463,459,1,587,393,569,388
UPMC_c006_v001_r001_reg061,352,2004,0,523,236,2124,1823
UPMC_c002_v001_r001_reg013,795,43,10,965,619,123,3
UPMC_c007_v001_r001_reg043,1680,1180,6,1777,1609,1255,1096
UPMC_c001_v001_r001_reg001,1707,672,1,1829,1583,777,530
UPMC_c006_v001_r001_reg038,880,2510,9,943,805,2580,2449
UPMC_c005_v001_r001_reg047,133,1519,8,209,20,1624,1439
UPMC_c007_v001_r001_reg003,1015,1458,6,1185,859,1599,1271
UPMC_c001_v001_r001_reg021,660,853,1,740,556,935,781
UPMC_c007_v001_r001_reg029,897,93,5,983,780,207,11
UPMC_c007_v001_r001_reg060,1683,296,9,1796,1598,385,225
UPMC_c003_v001_r001_reg005,387,1402,4,519,260,1490,1278
UPMC_c006_v001_r001_reg032,1600,294,12,1656,1511,381,183
UPMC_c004_v001_r001_reg029,110,1596,2,174,25,1666,1534
UPMC_c007_v001_r001_reg027,1682,1984,2,1870,1593,2010,1881
UPMC_c006_v001_r001_reg044,1900,539,2,1979,1842,599,459
UPMC_c005_v001_r001_reg019,991,1184,10,1048,884,1304,1092
UPMC_c005_v001_r001_reg031,2396,1071,5,2460,2333,1137,1004
UPMC_c001_v001_r001_reg002,938,1585,14,1051,841,1739,1501
UPMC_c003_v001_r001_reg008,388,328,14,563,238,518,198
UPMC_c006_v001_r001_reg038,1545,1252,5,1596,1479,1304,1185
UPMC_c006_v001_r001_reg034,794,2491,11,851,743,2543,2437
UPMC_c006_v001_r001_reg023,2019,1412,3,2086,1944,1477,1332
UPMC_c004_v001_r001_reg058,31,318,0,88,4,400,147
UPMC_c002_v001_r001_reg002,149,1701,1,337,23,1838,1580
UPMC_c003_v001_r001_reg021,1227,1863,1,1319,1134,1962,1773
UPMC_c004_v001_r001_reg052,528,1483,14,697,353,1637,1311
UPMC_c006_v001_r001_reg016,1511,2948,2,1597,1402,3019,2862
UPMC_c001_v001_r001_reg040,1539,1771,1,1638,1448,1853,1687
UPMC_c005_v001_r001_reg053,1230,213,2,1292,1151,279,144
UPMC_c006_v001_r001_reg013,1254,1318,3,1328,1128,1411,1214
UPMC_c007_v001_r001_reg059,1701,852,12,1812,1508,986,756
UPMC_c002_v001_r001_reg004,1543,1552,6,1697,1476,1661,1476
UPMC_c003_v001_r001_reg020,1743,1105,9,1815,1646,1168,997
UPMC_c001_v001_r001_reg001,1338,1396,10,1411,1234,1505,1278
UPMC_c003_v001_r001_reg005,355,190,9,418,286,256,126
UPMC_c006_v001_r001_reg022,2477,1302,9,2555,2414,1371,1240
UPMC_c006_v001_r001_reg024,777,108,3,829,712,167,50
UPMC_c005_v001_r001_reg048,342,1425,0,437,242,1522,1350
UPMC_c007_v001_r001_reg003,1430,1066,12,1534,1338,1209,937
UPMC_c001_v001_r001_reg016,1582,993,4,1723,1429,1087,840
UPMC_c002_v001_r001_reg006,842,942,14,980,698,1074,816
UPMC_c007_v001_r001_reg055,1169,1330,7,1242,1109,1389,1252
UPMC_c001_v001_r001_reg040,1095,1476,14,1215,925,1652,1334
UPMC_c003_v001_r001_reg028,2204,1335,8,2283,2133,1426,1252
UPMC_c007_v001_r001_reg058,1227,1179,3,1315,1121,1263,1087
UPMC_c001_v001_r001_reg008,627,1292,3,763,534,1379,1209
UPMC_c004_v001_r001_reg024,1995,1787,5,2164,1925,1874,1715
UPMC_c006_v001_r001_reg030,2264,2443,3,2339,2185,2535,2374
UPMC_c006_v001_r001_reg063,1732,203,8,1843,1640,290,115
UPMC_c001_v001_r001_reg015,1993,638,1,2121,1872,762,499
UPMC_c005_v001_r001_reg050,2150,1826,9,2198,2089,1876,1756
UPMC_c001_v001_r001_reg031,2187,1160,6,2255,2074,1259,1079
UPMC_c002_v001_r001_reg018,828,281,0,1009,643,468,124
UPMC_c004_v001_r001_reg037,1259,180,1,1399,1154,301,81
UPMC_c006_v001_r001_reg027,695,537,1,762,606,621,462
UPMC_c006_v001_r001_reg012,299,2299,9,378,215,2390,2216
UPMC_c006_v001_r001_reg039,1325,1002,7,1435,1250,1094,906
UPMC_c004_v001_r001_reg015,1020,469,11,1155,906,594,384
UPMC_c007_v001_r001_reg003,2548,1021,2,2616,2491,1083,949
UPMC_c001_v001_r001_reg005,2333,1097,6,2455,2228,1209,995
UPMC_c006_v001_r001_reg041,840,1332,2,943,714,1419,1220
UPMC_c005_v001_r001_reg010,265,615,1,338,189,681,546
UPMC_c004_v001_r001_reg063,490,1435,3,581,389,1537,1340
UPMC_c001_v001_r001_reg039,1061,1500,14,1205,894,1618,1343
UPMC_c001_v001_r001_reg032,990,1980,8,1112,935,2011,1893
UPMC_c005_v001_r001_reg027,1267,985,9,1365,1203,1062,914
UPMC_c006_v001_r001_reg034,2577,1335,2,2655,2514,1394,1266
UPMC_c007_v001_r001_reg055,885,587,2,946,827,665,507
UPMC_c001_v001_r001_reg019,1704,1640,14,1823,1570,1724,1501
UPMC_c001_v001_r001_reg015,1465,1976,6,1627,1284,2012,1856
UPMC_c006_v001_r001_reg036,2379,1854,5,2448,2299,1924,1789
UPMC_c003_v001_r001_reg030,1227,1839,0,1359,1067,1957,1668
UPMC_c003_v001_r001_reg002,720,1334,14,803,583,1417,1204
UPMC_c002_v001_r001_reg003,353,829,8,445,265,924,752
UPMC_c006_v001_r001_reg046,1637,768,5,1693,1571,848,698
UPMC_c005_v001_r001_reg004,899,500,2,980,825,574,421
UPMC_c002_v001_r001_reg008,1212,1345,5,1269,1146,1407,1280
UPMC_c005_v001_r001_reg028,1966,1583,1,2055,1863,1724,1513
UPMC_c001_v001_r001_reg014,2589,981,4,2681,2472,1122,837
UPMC_c007_v001_r001_reg051,1432,111,12,1528,1350,206,21
UPMC_c003_v001_r001_reg029,2409,1723,7,2487,2350,1797,1650
UPMC_c006_v001_r001_reg037,692,817,5,766,636,889,750
UPMC_c005_v001_r001_reg016,1607,1008,3,1748,1444,1165,849
UPMC_c005_v001_r001_reg020,23,1446,4,218,5,1638,1253
UPMC_c005_v001_r001_reg018,1560,890,9,1626,1489,936,828
UPMC_c005_v001_r001_reg028,2054,1368,2,2124,1953,1460,1301
UPMC_c007_v001_r001_reg017,612,7,6,794,441,122,5
UPMC_c006_v001_r001_reg034,1115,302,5,1185,1027,359,230
UPMC_c003_v001_r001_reg021,295,452,4,429,207,544,296
UPMC_c002_v001_r001_reg009,447,1494,1,598,286,1637,1320
UPMC_c007_v001_r001_reg059,1993,1655,1,2099,1809,1808,1523
UPMC_c005_v001_r001_reg021,1097,994,9,1164,1010,1091,915
UPMC_c005_v001_r001_reg026,1375,34,0,1513,1200,137,5
UPMC_c007_v001_r001_reg043,523,628,3,589,445,690,544
UPMC_c007_v001_r001_reg041,757,1924,11,870,606,2012,1808
UPMC_c007_v001_r001_reg049,576,179,9,647,493,245,81
UPMC_c001_v001_r001_reg033,856,1596,13,980,721,1738,1500
UPMC_c005_v001_r001_reg035,1405,777,9,1467,1333,825,708
UPMC_c005_v001_r001_reg052,2132,1172,5,2191,2084,1234,1124
UPMC_c005_v001_r001_reg037,2055,1869,14,2128,1975,1938,1791
UPMC_c001_v001_r001_reg033,572,1390,1,665,486,1485,1305
UPMC_c005_v001_r001_reg048,1370,1956,0,1561,1229,2011,1855
UPMC_c004_v001_r001_reg020,515,1713,7,581,449,1777,1658
UPMC_c003_v001_r001_reg010,2269,1577,8,2411,2151,1739,1467
UPMC_c004_v001_r001_reg044,1578,1912,5,1656,1507,1984,1846
UPMC_c007_v001_r001_reg011,1746,1089,7,1819,1687,1169,1031
UPMC_c004_v001_r001_reg008,2483,698,1,2584,2405,777,595
UPMC_c005_v001_r001_reg048,2289,194,3,2411,2106,382,7
UPMC_c002_v001_r001_reg034,653,1585,1,794,584,1706,1403
UPMC_c004_v001_r001_reg061,1382,914,9,1449,1318,1016,858
UPMC_c006_v001_r001_reg022,1763,1243,7,1821,1698,1293,1183
UPMC_c006_v001_r001_reg023,1464,2720,1,1558,1402,2780,2647
UPMC_c005_v001_r001_reg009,843,1903,7,908,795,1966,1829
UPMC_c006_v001_r001_reg042,1960,1463,3,2081,1832,1549,1376
UPMC_c004_v001_r001_reg038,810,1867,3,876,730,1928,1803
UPMC_c006_v001_r001_reg022,1617,1368,3,1682,1562,1431,1301
UPMC_c003_v001_r001_reg028,1729,505,4,1865,1601,601,383
UPMC_c005_v001_r001_reg037,1974,1237,8,2072,1874,1330,1154
UPMC_c006_v001_r001_reg051,1800,360,8,1993,1698,534,168
UPMC_c004_v001_r001_reg063,736,333,1,845,624,461,230
UPMC_c001_v001_r001_reg001,1340,1672,13,1462,1178,1825,1534
UPMC_c007_v001_r001_reg019,1203,1779,0,1293,1126,1858,1692
UPMC_c005_v001_r001_reg063,1094,575,2,1184,970,687,483
UPMC_c006_v001_r001_reg015,2310,2213,8,2464,2150,2390,2082
UPMC_c005_v001_r001_reg056,1352,1936,2,1452,1255,2011,1819
UPMC_c003_v001_r001_reg013,449,1976,1,640,329,2013,1890
UPMC_c006_v001_r001_reg013,536,1422,9,597,468,1484,1311
UPMC_c002_v001_r001_reg010,1129,1754,0,1220,1045,1871,1666
UPMC_c007_v001_r001_reg050,1517,1195,14,1620,1421,1305,1092
UPMC_c001_v001_r001_reg041,2677,1096,4,2681,2516,1291,926
UPMC_c007_v001_r001_reg041,1765,454,12,1877,1673,570,374
UPMC_c007_v001_r001_reg004,2427,552,4,2458,2349,607,404
UPMC_c001_v001_r001_reg017,2207,432,1,2321,2107,547,348
UPMC_c005_v001_r001_reg048,2171,1554,14,2257,2075,1626,1452
UPMC_c004_v001_r001_reg048,1102,1344,4,1271,949,1481,1235
UPMC_c007_v001_r001_reg051,2265,1643,6,2394,2132,1802,1519
UPMC_c003_v001_r001_reg027,2359,989,14,2462,2171,1120,860
UPMC_c004_v001_r001_reg037,1925,522,0,2028,1825,637,398
UPMC_c006_v001_r001_reg046,901,2646,9,965,842,2708,2577
UPMC_c007_v001_r001_reg040,1103,1054,2,1240,1023,1184,914
UPMC_c006_v001_r001_reg062,2545,1318,2,2617,2470,1384,1251
UPMC_c005_v001_r001_reg055,1780,1383,2,1862,1703,1446,1305
UPMC_c007_v001_r001_reg041,1551,482,11,1644,1462,564,414
UPMC_c005_v001_r001_reg057,12,1477,8,98,4,1630,1367
UPMC_c002_v001_r001_reg004,2288,887,1,2389,2197,1001,800
UPMC_c006_v001_r001_reg051,1615,311,13,1722,1514,442,178
UPMC_c006_v001_r001_reg028,2442,2413,11,2501,2365,2470,2336
UPMC_c007_v001_r001_reg004,1762,375,4,1891,1667,482,258
UPMC_c006_v001_r001_reg012,245,2028,1,338,129,2134,1926
UPMC_c002_v001_r001_reg011,1077,537,8,1153,994,632,473
UPMC_c003_v001_r001_reg011,1132,1472,4,1233,1054,1576,1407
UPMC_c005_v001_r001_reg015,649,283,8,761,522,418,166
UPMC_c001_v001_r001_reg016,1879,1393,6,1968,1732,1548,1253
UPMC_c004_v001_r001_reg016,2121,399,12,2187,2065,461,319
UPMC_c007_v001_r001_reg060,821,685,2,984,701,826,529
UPMC_c007_v001_r001_reg013,1185,1788,13,1271,1098,1863,1700
UPMC_c001_v001_r001_reg001,1079,1019,14,1186,931,1156,923
UPMC_c002_v001_r001_reg026,1295,1654,5,1374,1224,1735,1570
UPMC_c007_v001_r001_reg058,852,319,7,943,776,390,244
UPMC_c007_v001_r001_reg038,1771,1433,9,1871,1694,1532,1348
UPMC_c001_v001_r001_reg010,2389,319,1,2514,2270,403,192
UPMC_c004_v001_r001_reg003,1389,1473,2,1457,1312,1549,1406
UPMC_c007_v001_r001_reg040,2279,1169,3,2466,2092,1305,974
UPMC_c006_v001_r001_reg020,804,1534,2,875,702,1623,1471
UPMC_c007_v001_r001_reg001,735,941,2,825,675,1000,880
UPMC_c004_v001_r001_reg002,692,459,6,770,590,571,398
UPMC_c002_v001_r001_reg006,1363,1193,14,1466,1279,1287,1124
UPMC_c005_v001_r001_reg002,2312,1831,6,2391,2244,1909,1766
UPMC_c006_v001_r001_reg036,2475,1760,5,2559,2408,1819,1692
UPMC_c005_v001_r001_reg045,464,490,1,553,392,559,373
UPMC_c005_v001_r001_reg054,2511,825,2,2581,2453,915,771
UPMC_c002_v001_r001_reg029,813,578,3,921,742,669,494
UPMC_c001_v001_r001_reg029,1174,1128,4,1270,1083,1231,1026
UPMC_c005_v001_r001_reg057,497,847,13,572,408,928,755
UPMC_c006_v001_r001_reg032,1157,2866,7,1242,1070,2946,2810
UPMC_c007_v001_r001_reg058,1333,1012,12,1459,1229,1125,858
UPMC_c005_v001_r001_reg018,2003,1187,2,2094,1921,1324,1109
UPMC_c001_v001_r001_reg010,789,345,9,855,711,414,273
UPMC_c004_v001_r001_reg002,2115,1098,14,2221,1966,1224,1001
UPMC_c001_v001_r001_reg017,1493,1103,12,1590,1397,1180,1035
UPMC_c004_v001_r001_reg033,1929,1155,9,2006,1859,1246,1088
UPMC_c003_v001_r001_reg006,2569,1033,8,2662,2425,1199,898
UPMC_c007_v001_r001_reg052,184,1590,2,267,104,1760,1501
UPMC_c003_v001_r001_reg013,2398,551,1,2539,2243,728,414
UPMC_c003_v001_r001_reg027,1362,166,0,1482,1241,252,47
UPMC_c006_v001_r001_reg053,27,657,8,136,4,854,505
UPMC_c005_v001_r001_reg045,359,1059,8,441,278,1129,981
UPMC_c003_v001_r001_reg029,65,555,7,128,8,610,497
UPMC_c006_v001_r001_reg024,976,2081,9,1046,907,2152,1999
UPMC_c006_v001_r001_reg012,761,221,1,873,620,342,98
UPMC_c007_v001_r001_reg005,1486,1787,4,1589,1390,1879,1692
UPMC_c003_v001_r001_reg020,1395,1898,9,1467,1330,1967,1833
UPMC_c007_v001_r001_reg033,780,1534,14,867,660,1630,1340
UPMC_c007_v001_r001_reg021,1370,1706,3,1457,1301,1794,1641
UPMC_c006_v001_r001_reg063,1525,943,3,1632,1416,1055,850
UPMC_c003_v001_r001_reg002,2112,306,1,2187,2018,391,200
UPMC_c001_v001_r001_reg036,342,373,1,465,208,522,260
UPMC_c006_v001_r001_reg015,1095,1673,2,1170,1012,1778,1572
UPMC_c007_v001_r001_reg058,1309,1319,12,1399,1216,1419,1225
UPMC_c006_v001_r001_reg054,238,1470,9,342,148,1556,1360
UPMC_c007_v001_r001_reg026,333,180,5,439,171,321,73
UPMC_c001_v001_r001_reg002,894,1405,8,994,761,1512,1304
UPMC_c004_v001_r001_reg027,8,1623,1,67,4,1783,1432
UPMC_c006_v001_r001_reg012,885,134,1,971,791,251,33
UPMC_c001_v001_r001_reg040,1415,1006,4,1536,1276,1126,914
UPMC_c005_v001_r001_reg064,768,818,12,900,634,946,705
UPMC_c002_v001_r001_reg004,2372,249,14,2478,2285,358,142
UPMC_c005_v001_r001_reg008,1658,342,14,1819,1501,538,155
UPMC_c001_v001_r001_reg009,2233,1570,8,2304,2133,1674,1438
UPMC_c007_v001_r001_reg021,1148,1082,12,1203,1075,1157,1009
UPMC_c002_v001_r001_reg012,1822,494,14,1972,1727,608,349
UPMC_c005_v001_r001_reg004,389,848,2,453,325,910,790
UPMC_c001_v001_r001_reg008,1564,1832,5,1657,1483,1924,1766
UPMC_c005_v001_r001_reg037,1318,201,3,1415,1235,314,109
UPMC_c002_v001_r001_reg029,888,1934,9,972,804,1994,1873
UPMC_c001_v001_r001_reg018,510,303,0,617,363,412,139
UPMC_c004_v001_r001_reg050,1502,808,11,1599,1439,903,728
UPMC_c006_v001_r001_reg014,531,1341,0,710,359,1499,1279
UPMC_c002_v001_r001_reg010,2494,1020,1,2584,2401,1136,954
UPMC_c007_v001_r001_reg050,146,763,1,297,15,888,641
UPMC_c003_v001_r001_reg022,1528,1987,3,1712,1346,2012,1900
UPMC_c005_v001_r001_reg045,2287,22,12,2464,2136,78,3
UPMC_c004_v001_r001_reg020,775,765,2,875,694,839,711
UPMC_c007_v001_r001_reg038,1379,1333,5,1458,1313,1440,1238
UPMC_c002_v001_r001_reg013,1036,661,0,1110,944,734,577
UPMC_c005_v001_r001_reg008,354,814,3,499,237,929,684
UPMC_c002_v001_r001_reg018,1360,846,8,1405,1287,910,790
UPMC_c001_v001_r001_reg040,738,173,1,840,657,254,71
UPMC_c006_v001_r001_reg024,258,1874,12,318,200,1928,1817
UPMC_c005_v001_r001_reg019,854,1736,6,928,791,1807,1678
UPMC_c001_v001_r001_reg026,2367,1032,8,2528,2172,1135,867
UPMC_c001_v001_r001_reg013,1069,534,14,1249,917,680,406
UPMC_c004_v001_r001_reg004,11,973,2,79,4,1139,849
UPMC_c004_v001_r001_reg063,945,40,8,1113,875,129,7
UPMC_c005_v001_r001_reg058,1809,1771,12,1886,1723,1875,1682
UPMC_c007_v001_r001_reg012,318,530,9,384,252,605,469
UPMC_c005_v001_r001_reg021,1585,1843,2,1643,1515,1899,1766
UPMC_c001_v001_r001_reg032,1032,1214,13,1108,954,1312,1139
UPMC_c005_v001_r001_reg012,1258,1975,3,1377,1099,2012,1914
UPMC_c007_v001_r001_reg047,2463,1731,4,2602,2388,1816,1622
UPMC_c006_v001_r001_reg060,1075,72,2,1160,1013,152,3
UPMC_c005_v001_r001_reg063,1811,29,9,1992,1647,133,4
UPMC_c007_v001_r001_reg029,1462,1031,6,1590,1324,1134,946
UPMC_c005_v001_r001_reg056,1262,758,5,1345,1186,853,682
UPMC_c001_v001_r001_reg024,943,1431,6,1055,858,1536,1329
UPMC_c006_v001_r001_reg034,209,1829,11,261,142,1892,1742
UPMC_c006_v001_r001_reg047,756,814,1,893,673,929,695
UPMC_c006_v001_r001_reg014,375,2499,5,482,298,2576,2422
UPMC_c006_v001_r001_reg032,2004,198,12,2171,1850,327,142
UPMC_c002_v001_r001_reg005,1538,1717,9,1604,1467,1776,1642
UPMC_c001_v001_r001_reg019,2621,1438,10,2682,2510,1566,1324
UPMC_c005_v001_r001_reg058,1811,1211,11,1886,1723,1307,1139
UPMC_c006_v001_r001_reg028,671,813,12,762,593,881,722
UPMC_c001_v001_r001_reg005,1527,441,2,1592,1409,529,365
UPMC_c007_v001_r001_reg050,2075,1102,14,2163,1988,1169,967
UPMC_c007_v001_r001_reg006,756,630,10,866,626,794,453
UPMC_c002_v001_r001_reg022,1004,59,1,1115,876,203,4
UPMC_c006_v001_r001_reg050,474,974,1,589,330,1104,795
UPMC_c004_v001_r001_reg047,1593,1919,13,1673,1516,1992,1811
UPMC_c003_v001_r001_reg007,1487,613,6,1574,1389,700,527
UPMC_c007_v001_r001_reg060,828,980,11,1008,726,1140,820
UPMC_c007_v001_r001_reg032,398,1330,2,497,310,1441,1241
UPMC_c007_v001_r001_reg010,328,1463,0,428,240,1574,1314
UPMC_c006_v001_r001_reg019,114,1011,7,174,61,1065,944
UPMC_c001_v001_r001_reg037,1580,1030,6,1738,1439,1126,856
UPMC_c007_v001_r001_reg012,744,1463,9,838,647,1559,1385
UPMC_c001_v001_r001_reg016,486,940,8,573,331,1088,841
UPMC_c005_v001_r001_reg052,1470,571,13,1538,1403,630,502
UPMC_c005_v001_r001_reg014,2306,281,10,2379,2200,356,130
UPMC_c006_v001_r001_reg026,1115,2648,3,1170,1054,2712,2581
UPMC_c001_v001_r001_reg023,333,1319,4,506,182,1411,1153
UPMC_c003_v001_r001_reg020,2666,1497,1,2683,2585,1662,1427
UPMC_c007_v001_r001_reg011,1679,994,7,1752,1606,1052,925
UPMC_c003_v001_r001_reg017,2573,1108,4,2684,2468,1232,945
UPMC_c005_v001_r001_reg045,1380,415,3,1445,1311,481,351
UPMC_c001_v001_r001_reg007,1760,1823,3,1852,1631,1944,1730
UPMC_c006_v001_r001_reg029,2183,1493,3,2296,2119,1556,1387
UPMC_c004_v001_r001_reg002,2147,1578,14,2242,2040,1680,1464
UPMC_c007_v001_r001_reg053,46,1112,2,104,4,1187,1043
UPMC_c004_v001_r001_reg058,2239,219,2,2337,2161,299,140
UPMC_c007_v001_r001_reg051,1064,325,12,1170,958,445,205
UPMC_c005_v001_r001_reg019,188,1194,5,245,136,1249,1139
UPMC_c006_v001_r001_reg056,454,1280,12,518,340,1394,1186
UPMC_c006_v001_r001_reg038,2242,2705,12,2309,2172,2765,2654
UPMC_c005_v001_r001_reg031,1224,348,1,1337,1141,450,206
UPMC_c001_v001_r001_reg031,367,1363,1,449,265,1432,1264
UPMC_c002_v001_r001_reg030,2009,1853,8,2135,1925,1940,1724
UPMC_c002_v001_r001_reg027,2552,890,10,2621,2463,983,805
UPMC_c001_v001_r001_reg010,2220,1840,9,2300,2124,1927,1754
UPMC_c007_v001_r001_reg063,1660,322,12,1760,1569,416,233
UPMC_c007_v001_r001_reg057,210,121,7,306,103,232,23
UPMC_c004_v001_r001_reg024,61,705,8,151,15,777,574
UPMC_c007_v001_r001_reg062,1624,1095,0,1734,1481,1254,950
UPMC_c004_v001_r001_reg048,554,1357,10,619,421,1470,1252
UPMC_c004_v001_r001_reg008,1043,1599,3,1108,970,1673,1538
UPMC_c006_v001_r001_reg014,398,2465,5,482,308,2556,2388
UPMC_c001_v001_r001_reg019,1868,377,14,2016,1765,501,235
UPMC_c005_v001_r001_reg013,747,1747,2,836,656,1830,1654
UPMC_c006_v001_r001_reg056,1014,437,1,1136,907,571,334
UPMC_c007_v001_r001_reg035,712,1828,1,777,638,1914,1744
UPMC_c001_v001_r001_reg017,989,1876,6,1110,891,1971,1720
UPMC_c004_v001_r001_reg016,383,1184,7,441,327,1252,1129
UPMC_c006_v001_r001_reg023,1229,1859,1,1300,1160,1945,1780
UPMC_c002_v001_r001_reg026,1366,776,4,1490,1180,892,608
UPMC_c005_v001_r001_reg003,2012,838,12,2095,1930,905,738
UPMC_c003_v001_r001_reg005,758,1652,4,862,641,1778,1524
UPMC_c006_v001_r001_reg041,752,446,7,834,690,516,375
UPMC_c006_v001_r001_reg035,2607,1700,2,2684,2526,1799,1615
UPMC_c007_v001_r001_reg027,1710,1068,12,1786,1621,1146,1000
UPMC_c006_v001_r001_reg019,788,2494,9,847,703,2556,2430
UPMC_c006_v001_r001_reg065,2368,408,3,2464,2242,589,265
UPMC_c007_v001_r001_reg053,324,1797,8,390,241,1884,1717
UPMC_c004_v001_r001_reg043,984,508,7,1057,903,613,420
UPMC_c004_v001_r001_reg058,38,1151,9,94,5,1346,956
UPMC_c007_v001_r001_reg058,1024,892,1,1133,937,988,795
UPMC_c007_v001_r001_reg021,1156,1838,5,1244,1067,1964,1743
UPMC_c001_v001_r001_reg007,2669,561,14,2683,2580,735,367
UPMC_c005_v001_r001_reg057,1759,861,9,1831,1654,938,801
UPMC_c005_v001_r001_reg031,2647,507,8,2684,2588,625,428
UPMC_c001_v001_r001_reg001,1310,1657,4,1419,1137,1798,1534
UPMC_c006_v001_r001_reg055,1201,1133,13,1272,1098,1189,1066
UPMC_c002_v001_r001_reg028,1184,1942,14,1275,1044,2012,1825
UPMC_c006_v001_r001_reg045,1065,2582,9,1146,998,2654,2510
UPMC_c006_v001_r001_reg029,109,1413,12,223,24,1511,1292
UPMC_c001_v001_r001_reg019,308,70,1,426,171,201,5
UPMC_c003_v001_r001_reg017,2333,1972,1,2447,2254,2010,1839
UPMC_c002_v001_r001_reg006,933,1278,6,1016,855,1362,1201
UPMC_c001_v001_r001_reg009,2129,1024,0,2220,2014,1165,905
UPMC_c004_v001_r001_reg047,2280,1121,11,2344,2216,1171,1058
UPMC_c003_v001_r001_reg011,742,217,13,815,621,322,107
UPMC_c003_v001_r001_reg021,957,272,4,1083,870,382,184
UPMC_c001_v001_r001_reg016,2680,1430,1,2683,2576,1627,1241
UPMC_c004_v001_r001_reg063,1215,140,2,1306,1098,247,8
UPMC_c007_v001_r001_reg007,1843,1332,7,1896,1770,1422,1255
UPMC_c002_v001_r001_reg019,161,1744,8,265,69,1808,1589
UPMC_c007_v001_r001_reg034,536,1328,9,652,438,1422,1232
UPMC_c007_v001_r001_reg002,966,1304,6,1036,881,1388,1194
UPMC_c001_v001_r001_reg014,9,1639,0,154,6,1790,1492
UPMC_c006_v001_r001_reg021,1370,2108,5,1419,1281,2185,2057
UPMC_c004_v001_r001_reg011,2425,1249,8,2484,2357,1347,1170
UPMC_c005_v001_r001_reg059,531,282,11,608,432,368,182
UPMC_c005_v001_r001_reg004,767,18,1,903,584,83,4
UPMC_c007_v001_r001_reg017,555,808,4,735,468,975,655
UPMC_c007_v001_r001_reg035,475,531,3,553,405,610,465
UPMC_c006_v001_r001_reg058,1947,802,14,2059,1825,953,648
UPMC_c002_v001_r001_reg023,1917,821,4,2013,1809,964,723
UPMC_c002_v001_r001_reg009,378,830,6,496,288,907,707
UPMC_c005_v001_r001_reg053,1628,869,5,1685,1569,934,806
UPMC_c006_v001_r001_reg030,1544,932,6,1617,1474,1010,832
UPMC_c002_v001_r001_reg005,667,1301,1,757,574,1384,1186
UPMC_c001_v001_r001_reg004,171,1360,6,295,103,1447,1260
UPMC_c005_v001_r001_reg021,2084,525,11,2149,2000,588,467
UPMC_c006_v001_r001_reg065,1290,1364,2,1348,1219,1422,1299
UPMC_c002_v001_r001_reg001,2507,811,10,2600,2432,889,727
UPMC_c006_v001_r001_reg054,872,2698,11,934,807,2768,2627
UPMC_c007_v001_r001_reg051,2037,1509,11,2103,1952,1585,1438
UPMC_c005_v001_r001_reg047,1070,385,1,1142,950,486,299
UPMC_c007_v001_r001_reg006,1951,1709,10,2060,1856,1783,1613
UPMC_c004_v001_r001_reg002,1541,956,6,1671,1479,1064,823
